Country,Age_Group,Gender,Daily_Screen_Time_Hours,Peak_Viewing_Hour,Content_Category,Device_Type,Subscription_Type,Platform,Weekly_Sessions,Average_Session_Duration_Minutes,Number_of_Platforms_Used,Internet_Connection,Content_Language_Preference,Binge_Watch_Frequency
Peru,Adults,Female,High,21,Documentary,Desktop,Free,YouTube,15,34,2,4G LTE,Chinese,Daily
Colombia,Adults,Male,High,22,Drama,Mobile,Standard,Disney+,10,48,3,Fiber,Japanese,Multiple Times Per Week
Saudi Arabia,Adults,Male,Moderate,23,Action,Tablet,Premium,Amazon Prime Video,12,46,3,Broadband,Hindi,2-3 Times Per Week
Indonesia,Adults,Female,High,22,Horror,Mobile,Basic,TikTok,13,23,3,5G,Spanish,Weekly
Ethiopia,Children,Male,High,23,Sci-Fi,Mobile,Standard,Netflix,18,62,3,4G LTE,German,2-3 Times Per Week
Canada,Young Adults,Female,High,21,Sci-Fi,Tablet,Free,Instagram,21,26,4,4G LTE,German,Never
New Zealand,Adults,Female,High,21,Horror,Mobile,Standard,YouTube,14,34,4,4G LTE,Hindi,Daily
Egypt,Children,Female,High,20,Thriller,Smart TV,Standard,YouTube,19,44,2,ADSL,Hindi,Monthly
Pakistan,Young Adults,Male,High,21,Romance,Mobile,Basic,YouTube,22,34,2,5G,Arabic,Multiple Times Per Week
Germany,Children,Male,High,23,Thriller,Tablet,Free,Instagram,20,26,2,ADSL,German,Never
Germany,Adults,Male,Moderate,18,Animation,Tablet,Basic,Netflix,19,59,5,5G,Japanese,Never
Norway,Young Adults,Female,High,22,Romance,Mobile,Basic,Instagram,20,20,3,ADSL,Japanese,Monthly
Spain,Adults,Male,High,18,Thriller,Smart TV,Free,Disney+,21,52,3,Broadband,Korean,Weekly
Peru,Adults,Male,High,19,Sports,Tablet,Premium,TikTok,20,32,3,ADSL,Arabic,Daily
Germany,Young Adults,Male,High,23,Romance,Tablet,Premium,Instagram,23,32,4,ADSL,Spanish,Monthly
Ethiopia,Adults,Male,Moderate,19,Horror,Desktop,Standard,Instagram,14,17,1,Fiber,German,Daily
Nigeria,Adults,Male,Moderate,20,Sci-Fi,Smart TV,Standard,TikTok,8,20,1,4G LTE,Korean,Monthly
Nigeria,Children,Female,High,22,Sci-Fi,Mobile,Premium,YouTube,20,37,1,Broadband,Spanish,Never
Thailand,Adults,Male,High,21,Comedy,Smart TV,Basic,Instagram,13,25,2,Broadband,Korean,Monthly
Germany,Children,Female,High,23,Documentary,Desktop,Standard,Instagram,16,25,5,Fiber,English,Multiple Times Per Week
Colombia,Adults,Female,High,18,Drama,Mobile,Free,Amazon Prime Video,15,60,3,ADSL,Hindi,Weekly
Japan,Adults,Female,Moderate,22,Romance,Desktop,Standard,Disney+,20,57,4,Fiber,Portuguese,Monthly
Qatar,Children,Female,High,23,Action,Desktop,Basic,Amazon Prime Video,18,59,4,Fiber,German,Monthly
Italy,Children,Male,High,22,Drama,Tablet,Standard,Instagram,17,17,3,ADSL,Hindi,Multiple Times Per Week
Colombia,Adults,Male,High,20,Sci-Fi,Smart TV,Standard,Amazon Prime Video,9,59,3,Fiber,Hindi,Daily
Morocco,Young Adults,Male,High,21,Comedy,Smart TV,Standard,Instagram,24,24,3,5G,German,Never
Chile,Adults,Male,High,21,Thriller,Tablet,Free,TikTok,20,26,3,Broadband,Portuguese,2-3 Times Per Week
France,Children,Male,High,19,Action,Tablet,Premium,YouTube,17,45,4,Broadband,French,Weekly
Mexico,Children,Female,High,19,Action,Desktop,Standard,Amazon Prime Video,20,49,4,4G LTE,German,Weekly
Ethiopia,Young Adults,Female,High,23,Documentary,Mobile,Free,Instagram,21,21,2,Broadband,Portuguese,Weekly
South Korea,Children,Male,Moderate,23,Animation,Tablet,Basic,TikTok,20,40,5,4G LTE,German,Multiple Times Per Week
Mexico,Children,Male,High,22,Drama,Smart TV,Premium,Instagram,17,31,4,5G,English,Never
Mexico,Adults,Female,High,23,Documentary,Tablet,Basic,YouTube,18,33,4,Fiber,French,Multiple Times Per Week
Australia,Adults,Female,High,21,Documentary,Mobile,Free,Netflix,17,64,3,5G,French,Monthly
Ecuador,Adults,Female,Moderate,18,Action,Mobile,Free,Disney+,10,52,3,4G LTE,Korean,Weekly
South Korea,Young Adults,Female,High,23,Comedy,Tablet,Premium,Netflix,21,67,3,Fiber,English,Weekly
France,Children,Female,High,18,Documentary,Tablet,Basic,TikTok,20,23,3,Fiber,Arabic,Never
Italy,Adults,Female,Moderate,22,Animation,Smart TV,Free,TikTok,11,21,2,ADSL,Chinese,Never
Australia,Young Adults,Female,High,20,Drama,Smart TV,Premium,YouTube,22,49,3,4G LTE,German,Multiple Times Per Week
France,Children,Male,High,18,Horror,Tablet,Standard,TikTok,17,19,3,4G LTE,Korean,Weekly
France,Adults,Male,Moderate,20,Documentary,Desktop,Basic,Disney+,11,44,2,Fiber,French,Monthly
Kenya,Adults,Female,Moderate,18,Romance,Desktop,Premium,Amazon Prime Video,13,63,2,5G,Chinese,Monthly
Netherlands,Young Adults,Female,High,23,Thriller,Mobile,Basic,Disney+,22,62,5,ADSL,Japanese,Monthly
Mexico,Adults,Female,High,23,Documentary,Mobile,Free,Netflix,8,54,3,4G LTE,German,Multiple Times Per Week
Nigeria,Adults,Female,Moderate,20,Action,Smart TV,Premium,TikTok,12,41,3,5G,Chinese,Daily
France,Young Adults,Female,High,18,Sci-Fi,Mobile,Basic,Netflix,23,60,3,ADSL,Spanish,Multiple Times Per Week
Malaysia,Adults,Male,High,18,Comedy,Tablet,Free,Disney+,22,50,5,Broadband,German,Never
Pakistan,Young Adults,Male,High,18,Action,Tablet,Basic,YouTube,21,43,3,4G LTE,Portuguese,Never
Norway,Children,Female,High,18,Drama,Desktop,Standard,YouTube,17,32,4,ADSL,German,Never
Morocco,Adults,Male,High,23,Horror,Mobile,Premium,Disney+,18,64,3,ADSL,Portuguese,Never
South Korea,Adults,Female,Moderate,18,Romance,Smart TV,Free,Disney+,17,49,4,5G,French,Monthly
Mexico,Adults,Female,High,19,Drama,Smart TV,Free,Amazon Prime Video,22,47,4,4G LTE,Arabic,Monthly
Canada,Adults,Male,High,20,Action,Smart TV,Premium,YouTube,20,42,4,5G,Hindi,Daily
Canada,Young Adults,Female,High,18,Action,Mobile,Free,Amazon Prime Video,21,46,2,ADSL,Arabic,Never
Ecuador,Adults,Female,High,21,Sci-Fi,Mobile,Standard,Instagram,14,22,2,5G,French,2-3 Times Per Week
South Korea,Children,Male,Moderate,20,Thriller,Mobile,Free,Disney+,18,49,4,5G,Korean,Daily
Colombia,Adults,Female,High,23,Action,Mobile,Standard,Amazon Prime Video,15,58,2,ADSL,Arabic,2-3 Times Per Week
Peru,Adults,Female,High,19,Animation,Smart TV,Standard,Instagram,18,34,1,ADSL,Chinese,2-3 Times Per Week
South Korea,Young Adults,Male,High,19,Documentary,Mobile,Premium,YouTube,23,26,5,Fiber,Japanese,Weekly
Chile,Adults,Female,High,18,Action,Mobile,Free,TikTok,9,23,3,4G LTE,Portuguese,Daily
Qatar,Adults,Female,Moderate,20,Thriller,Desktop,Premium,TikTok,9,18,5,ADSL,English,2-3 Times Per Week
France,Adults,Male,High,22,Comedy,Tablet,Basic,Disney+,21,53,5,Fiber,Chinese,Daily
Qatar,Adults,Female,High,19,Thriller,Smart TV,Premium,Amazon Prime Video,21,60,4,ADSL,Chinese,Never
Indonesia,Children,Female,High,23,Documentary,Mobile,Free,Netflix,17,48,4,4G LTE,Hindi,Monthly
South Korea,Children,Female,Moderate,23,Romance,Mobile,Standard,TikTok,18,35,3,Broadband,Chinese,Weekly
Tunisia,Adults,Male,High,23,Horror,Desktop,Basic,Instagram,15,39,3,Fiber,English,Multiple Times Per Week
Mexico,Adults,Female,High,19,Romance,Mobile,Free,TikTok,8,29,4,Fiber,German,2-3 Times Per Week
Colombia,Children,Male,High,21,Sports,Desktop,Standard,Netflix,16,58,3,4G LTE,Portuguese,Weekly
Peru,Adults,Male,High,19,Sports,Desktop,Standard,TikTok,14,24,2,Fiber,Portuguese,Monthly
Egypt,Children,Male,High,18,Comedy,Tablet,Premium,Netflix,20,69,2,4G LTE,Chinese,Weekly
Philippines,Adults,Female,High,22,Drama,Desktop,Premium,Instagram,14,18,3,4G LTE,Korean,Daily
Germany,Young Adults,Male,High,20,Horror,Mobile,Standard,Amazon Prime Video,24,56,5,4G LTE,Hindi,Weekly
Norway,Adults,Male,Moderate,19,Thriller,Smart TV,Basic,Disney+,15,50,2,Fiber,Arabic,2-3 Times Per Week
Turkey,Young Adults,Male,High,22,Drama,Desktop,Premium,Instagram,20,24,2,4G LTE,Arabic,2-3 Times Per Week
Mexico,Children,Female,High,22,Sports,Tablet,Basic,TikTok,16,39,2,4G LTE,Japanese,Multiple Times Per Week
China,Children,Female,High,22,Documentary,Desktop,Free,YouTube,20,35,2,Broadband,Portuguese,Weekly
Indonesia,Young Adults,Female,High,22,Thriller,Desktop,Basic,TikTok,22,26,4,5G,English,Monthly
Bangladesh,Adults,Female,High,20,Thriller,Tablet,Basic,TikTok,20,29,2,Fiber,Chinese,Multiple Times Per Week
Norway,Children,Male,High,21,Romance,Tablet,Free,YouTube,17,42,3,Fiber,Arabic,Daily
Germany,Young Adults,Male,High,23,Sci-Fi,Mobile,Free,Instagram,24,23,5,4G LTE,English,Daily
New Zealand,Adults,Female,High,19,Animation,Desktop,Free,Disney+,17,56,3,5G,German,Never
Ethiopia,Young Adults,Male,High,22,Thriller,Smart TV,Premium,Netflix,23,52,1,5G,Hindi,Multiple Times Per Week
Kenya,Adults,Male,Moderate,19,Thriller,Desktop,Free,Netflix,17,69,1,Fiber,Hindi,Multiple Times Per Week
Norway,Children,Male,High,22,Comedy,Desktop,Standard,Disney+,18,58,5,Broadband,German,Weekly
Italy,Adults,Male,Moderate,20,Drama,Desktop,Free,Instagram,15,37,2,Broadband,Portuguese,Weekly
United Arab Emirates,Adults,Male,High,20,Action,Tablet,Basic,YouTube,21,30,2,4G LTE,French,2-3 Times Per Week
United Arab Emirates,Young Adults,Female,High,18,Romance,Tablet,Free,YouTube,20,46,3,Fiber,Arabic,Daily
United States,Children,Female,High,20,Thriller,Tablet,Free,TikTok,19,28,4,ADSL,Chinese,Multiple Times Per Week
France,Adults,Female,Moderate,19,Sci-Fi,Smart TV,Standard,Instagram,11,31,2,4G LTE,French,Weekly
South Korea,Adults,Male,Moderate,23,Thriller,Smart TV,Premium,Netflix,21,52,2,Broadband,English,Never
Bangladesh,Children,Female,High,23,Comedy,Smart TV,Free,Amazon Prime Video,18,50,1,Fiber,French,2-3 Times Per Week
Israel,Adults,Male,High,21,Thriller,Smart TV,Premium,Amazon Prime Video,20,47,2,Broadband,Arabic,Daily
France,Children,Male,High,23,Thriller,Tablet,Premium,Amazon Prime Video,18,43,4,Broadband,Korean,2-3 Times Per Week
France,Adults,Male,Moderate,23,Action,Mobile,Standard,Disney+,17,40,4,4G LTE,Korean,Monthly
Colombia,Young Adults,Male,High,20,Drama,Tablet,Free,Instagram,24,25,4,5G,Hindi,2-3 Times Per Week
Morocco,Adults,Female,High,22,Action,Tablet,Standard,Netflix,22,66,3,4G LTE,German,Daily
Turkey,Adults,Male,High,22,Sports,Tablet,Standard,YouTube,18,34,2,4G LTE,Spanish,Monthly
Canada,Children,Male,High,21,Documentary,Mobile,Standard,Amazon Prime Video,17,56,3,ADSL,Japanese,Weekly
Philippines,Adults,Male,High,21,Documentary,Mobile,Free,Amazon Prime Video,20,64,3,Broadband,Chinese,Multiple Times Per Week
Malaysia,Adults,Female,High,18,Horror,Mobile,Premium,Instagram,19,17,4,5G,French,Never
Argentina,Young Adults,Female,High,23,Documentary,Desktop,Basic,TikTok,21,41,2,4G LTE,Korean,Weekly
Morocco,Young Adults,Female,High,23,Sci-Fi,Desktop,Standard,Disney+,20,62,3,Fiber,English,Monthly
United Arab Emirates,Adults,Female,High,20,Drama,Mobile,Standard,TikTok,22,37,4,Fiber,English,2-3 Times Per Week
South Korea,Adults,Female,Moderate,22,Romance,Mobile,Basic,Disney+,13,62,4,5G,German,Monthly
Ethiopia,Adults,Female,High,22,Sci-Fi,Smart TV,Premium,Instagram,19,24,1,Broadband,Hindi,Multiple Times Per Week
Mexico,Adults,Female,High,23,Thriller,Smart TV,Basic,Netflix,11,61,2,4G LTE,Chinese,2-3 Times Per Week
Chile,Children,Male,High,23,Sci-Fi,Tablet,Standard,YouTube,16,39,2,ADSL,Portuguese,Weekly
Japan,Children,Female,Moderate,20,Thriller,Mobile,Free,Netflix,18,50,3,ADSL,Chinese,2-3 Times Per Week
Egypt,Adults,Female,High,23,Horror,Smart TV,Standard,TikTok,18,18,2,ADSL,Korean,Weekly
Brazil,Adults,Male,High,23,Sports,Mobile,Premium,Amazon Prime Video,21,62,3,Broadband,Portuguese,2-3 Times Per Week
Ecuador,Children,Male,High,22,Romance,Mobile,Free,Amazon Prime Video,17,49,2,ADSL,Arabic,Weekly
India,Adults,Female,High,22,Documentary,Tablet,Free,TikTok,20,23,3,Fiber,Spanish,2-3 Times Per Week
Turkey,Adults,Female,High,18,Romance,Tablet,Free,Amazon Prime Video,16,59,2,Fiber,French,Weekly
Argentina,Adults,Male,High,20,Action,Mobile,Premium,YouTube,21,32,3,4G LTE,French,Multiple Times Per Week
Spain,Children,Female,High,19,Horror,Tablet,Basic,Disney+,17,43,4,5G,Arabic,2-3 Times Per Week
Sweden,Adults,Female,High,19,Drama,Smart TV,Free,Amazon Prime Video,22,54,2,Broadband,Hindi,2-3 Times Per Week
Germany,Adults,Female,Moderate,22,Comedy,Tablet,Free,Amazon Prime Video,22,63,5,5G,Arabic,Monthly
Mexico,Adults,Female,High,22,Drama,Desktop,Basic,TikTok,13,26,3,ADSL,Portuguese,Never
Mexico,Children,Female,High,20,Thriller,Desktop,Basic,Amazon Prime Video,20,64,2,4G LTE,Spanish,Monthly
Saudi Arabia,Adults,Male,High,18,Romance,Mobile,Standard,TikTok,14,19,4,5G,Hindi,Never
Spain,Adults,Female,High,22,Documentary,Desktop,Free,Amazon Prime Video,15,62,3,Broadband,Hindi,Monthly
Morocco,Adults,Female,High,23,Horror,Desktop,Free,TikTok,22,41,3,4G LTE,Portuguese,2-3 Times Per Week
Thailand,Adults,Male,Moderate,22,Romance,Desktop,Standard,Amazon Prime Video,10,50,3,5G,Portuguese,Daily
Israel,Adults,Male,High,23,Thriller,Smart TV,Standard,Amazon Prime Video,19,55,4,Broadband,Portuguese,Multiple Times Per Week
Australia,Adults,Male,High,18,Romance,Desktop,Premium,YouTube,13,36,2,Fiber,Korean,2-3 Times Per Week
Saudi Arabia,Young Adults,Male,High,19,Sci-Fi,Tablet,Basic,Instagram,20,39,4,Fiber,Spanish,Weekly
Vietnam,Adults,Male,High,22,Action,Tablet,Premium,Amazon Prime Video,18,56,4,Fiber,Hindi,Multiple Times Per Week
Vietnam,Adults,Male,High,22,Documentary,Tablet,Standard,TikTok,18,20,3,Broadband,Japanese,Multiple Times Per Week
Malaysia,Children,Male,High,18,Sci-Fi,Mobile,Basic,Instagram,18,38,3,Broadband,Hindi,Monthly
Turkey,Young Adults,Male,High,20,Action,Smart TV,Free,Instagram,20,36,4,4G LTE,Spanish,Multiple Times Per Week
France,Young Adults,Male,High,23,Comedy,Desktop,Basic,Instagram,24,28,3,Broadband,Japanese,Multiple Times Per Week
United States,Adults,Female,High,21,Action,Mobile,Premium,Amazon Prime Video,13,53,4,5G,Portuguese,2-3 Times Per Week
Ghana,Adults,Male,Moderate,22,Comedy,Mobile,Basic,Amazon Prime Video,12,58,2,Fiber,Chinese,Weekly
Indonesia,Young Adults,Female,High,22,Drama,Tablet,Basic,Amazon Prime Video,21,44,3,Fiber,Japanese,Multiple Times Per Week
Italy,Young Adults,Male,High,19,Horror,Tablet,Premium,YouTube,20,49,3,Broadband,Spanish,Never
Nigeria,Adults,Female,High,22,Thriller,Smart TV,Standard,YouTube,20,31,2,4G LTE,French,Daily
New Zealand,Children,Female,High,18,Romance,Tablet,Free,Disney+,17,59,3,ADSL,Japanese,Daily
Japan,Young Adults,Male,Moderate,20,Sports,Tablet,Premium,TikTok,24,24,3,4G LTE,Arabic,Weekly
Ecuador,Children,Male,High,18,Sports,Desktop,Basic,Disney+,16,46,2,5G,Chinese,Multiple Times Per Week
Germany,Adults,Female,Moderate,18,Comedy,Desktop,Standard,Netflix,8,51,3,5G,Korean,Weekly
Netherlands,Adults,Male,High,23,Comedy,Desktop,Basic,TikTok,22,21,5,5G,Japanese,Daily
Pakistan,Adults,Female,High,21,Drama,Mobile,Basic,TikTok,14,22,2,Broadband,German,Multiple Times Per Week
Israel,Children,Male,High,22,Comedy,Desktop,Basic,Netflix,19,63,4,Fiber,German,Daily
Vietnam,Adults,Female,High,23,Comedy,Mobile,Basic,TikTok,21,25,3,Broadband,Japanese,Never
Mexico,Adults,Female,High,21,Sci-Fi,Mobile,Free,TikTok,18,34,3,5G,Japanese,Never
Philippines,Young Adults,Male,High,23,Sports,Mobile,Free,TikTok,21,37,2,Fiber,Chinese,Weekly
Kenya,Children,Female,High,19,Sports,Smart TV,Standard,Instagram,19,18,2,Broadband,German,Monthly
Tunisia,Adults,Female,Moderate,18,Animation,Mobile,Standard,TikTok,8,33,2,ADSL,Hindi,Multiple Times Per Week
Philippines,Young Adults,Male,High,20,Horror,Mobile,Basic,Disney+,24,60,3,5G,Portuguese,Weekly
Chile,Adults,Male,High,19,Horror,Desktop,Basic,Instagram,11,34,3,ADSL,English,2-3 Times Per Week
Turkey,Adults,Male,High,19,Documentary,Mobile,Premium,Amazon Prime Video,16,53,3,5G,Portuguese,Weekly
Argentina,Children,Male,High,18,Horror,Desktop,Basic,Instagram,18,32,2,4G LTE,French,Multiple Times Per Week
Ecuador,Adults,Female,Moderate,22,Documentary,Smart TV,Premium,Disney+,8,40,3,5G,Hindi,Daily
Saudi Arabia,Young Adults,Female,High,19,Drama,Mobile,Standard,TikTok,20,31,2,4G LTE,Hindi,Daily
Brazil,Adults,Male,High,20,Documentary,Mobile,Basic,Amazon Prime Video,8,52,3,Fiber,English,Never
Malaysia,Young Adults,Female,High,18,Romance,Mobile,Standard,Disney+,24,50,4,5G,Arabic,Monthly
Saudi Arabia,Adults,Male,Moderate,20,Romance,Smart TV,Free,Amazon Prime Video,11,58,4,Broadband,French,Monthly
Sweden,Young Adults,Male,High,18,Action,Tablet,Free,YouTube,22,45,4,Broadband,Chinese,Monthly
South Korea,Adults,Male,Moderate,18,Drama,Desktop,Free,Netflix,18,56,4,5G,English,Daily
United Kingdom,Adults,Female,Moderate,20,Sci-Fi,Mobile,Premium,YouTube,17,49,3,Fiber,French,Multiple Times Per Week
Morocco,Adults,Female,High,18,Sports,Tablet,Premium,YouTube,19,44,3,Broadband,Japanese,2-3 Times Per Week
South Korea,Adults,Male,Moderate,22,Sci-Fi,Tablet,Basic,Instagram,11,32,5,4G LTE,Korean,Daily
New Zealand,Adults,Male,Moderate,19,Sports,Mobile,Free,YouTube,8,37,3,ADSL,Korean,Monthly
Kenya,Adults,Male,Moderate,21,Documentary,Smart TV,Premium,Amazon Prime Video,12,66,2,Fiber,Portuguese,Never
Thailand,Adults,Male,Moderate,21,Drama,Desktop,Basic,Amazon Prime Video,9,64,3,ADSL,Spanish,Weekly
Tunisia,Children,Male,High,20,Sports,Smart TV,Free,TikTok,20,41,1,Fiber,Spanish,Multiple Times Per Week
Mexico,Young Adults,Female,High,23,Action,Tablet,Standard,Instagram,23,16,2,Broadband,Spanish,2-3 Times Per Week
Pakistan,Young Adults,Male,High,21,Documentary,Smart TV,Premium,Disney+,23,53,2,Broadband,Chinese,2-3 Times Per Week
Netherlands,Adults,Male,High,20,Comedy,Desktop,Premium,YouTube,14,41,5,4G LTE,German,2-3 Times Per Week
Argentina,Adults,Female,High,22,Comedy,Tablet,Premium,TikTok,17,25,3,ADSL,Spanish,Monthly
Morocco,Adults,Female,High,18,Action,Smart TV,Free,YouTube,18,42,3,ADSL,Japanese,Never
United Kingdom,Children,Male,High,21,Drama,Desktop,Premium,Netflix,17,69,3,4G LTE,Hindi,Weekly
Brazil,Adults,Female,High,23,Documentary,Mobile,Free,TikTok,12,29,3,Broadband,Arabic,Never
India,Adults,Female,High,21,Romance,Smart TV,Free,Instagram,20,35,1,5G,Korean,Monthly
Malaysia,Adults,Male,High,18,Horror,Mobile,Free,Netflix,9,46,4,5G,Chinese,Monthly
Colombia,Young Adults,Male,High,19,Documentary,Tablet,Free,Netflix,24,49,2,4G LTE,Chinese,Multiple Times Per Week
Spain,Children,Male,High,23,Romance,Mobile,Premium,Netflix,19,67,3,ADSL,French,Never
United States,Adults,Male,Moderate,19,Sports,Desktop,Premium,Amazon Prime Video,11,59,3,4G LTE,Portuguese,2-3 Times Per Week
Morocco,Adults,Male,High,22,Comedy,Tablet,Standard,YouTube,21,34,2,Fiber,Japanese,Never
New Zealand,Children,Male,High,22,Drama,Smart TV,Standard,Disney+,19,54,4,Fiber,English,Monthly
Israel,Children,Female,High,19,Sports,Tablet,Standard,Amazon Prime Video,17,65,5,Broadband,Korean,Multiple Times Per Week
Bangladesh,Adults,Male,High,23,Action,Smart TV,Basic,Netflix,19,61,2,4G LTE,Hindi,Weekly
Ghana,Adults,Male,High,18,Animation,Smart TV,Basic,Instagram,21,31,2,Broadband,German,Never
Germany,Adults,Male,Moderate,18,Action,Tablet,Premium,Instagram,8,32,3,4G LTE,French,2-3 Times Per Week
Ecuador,Young Adults,Male,High,22,Drama,Smart TV,Basic,Instagram,20,16,2,5G,Spanish,2-3 Times Per Week
Israel,Young Adults,Male,High,23,Action,Smart TV,Basic,TikTok,23,24,3,4G LTE,Portuguese,Never
Brazil,Adults,Female,High,22,Animation,Mobile,Basic,Instagram,9,16,3,4G LTE,Korean,Monthly
Pakistan,Young Adults,Female,High,21,Comedy,Mobile,Premium,Disney+,24,61,3,Broadband,Portuguese,Daily
Pakistan,Adults,Male,High,19,Thriller,Mobile,Free,Amazon Prime Video,14,45,1,4G LTE,Arabic,2-3 Times Per Week
France,Adults,Male,High,23,Documentary,Tablet,Basic,Amazon Prime Video,22,63,3,Broadband,Korean,2-3 Times Per Week
South Africa,Adults,Female,High,18,Romance,Mobile,Basic,TikTok,20,35,3,4G LTE,Korean,Multiple Times Per Week
Ecuador,Adults,Male,High,18,Documentary,Tablet,Premium,TikTok,16,23,2,Broadband,English,Multiple Times Per Week
Norway,Adults,Female,Moderate,22,Sports,Tablet,Premium,Amazon Prime Video,10,48,4,Broadband,Chinese,Monthly
United Kingdom,Children,Male,High,21,Documentary,Desktop,Standard,Netflix,20,65,4,4G LTE,Spanish,Never
Mexico,Adults,Female,High,23,Thriller,Mobile,Premium,Amazon Prime Video,22,63,3,4G LTE,German,2-3 Times Per Week
United Kingdom,Adults,Female,Moderate,20,Thriller,Desktop,Free,Amazon Prime Video,13,63,3,4G LTE,Spanish,2-3 Times Per Week
Colombia,Young Adults,Female,High,22,Sci-Fi,Desktop,Basic,Instagram,22,21,4,Broadband,French,Weekly
United States,Adults,Male,Moderate,19,Thriller,Tablet,Free,YouTube,8,37,2,4G LTE,Chinese,Never
Argentina,Children,Male,High,21,Horror,Smart TV,Standard,TikTok,20,41,3,ADSL,German,Multiple Times Per Week
Australia,Adults,Male,High,18,Thriller,Smart TV,Basic,Instagram,22,34,4,4G LTE,Japanese,Multiple Times Per Week
Mexico,Children,Female,High,21,Thriller,Mobile,Free,Disney+,19,44,3,Fiber,Arabic,Multiple Times Per Week
Vietnam,Young Adults,Female,High,22,Comedy,Desktop,Standard,Netflix,21,53,2,Broadband,Spanish,Weekly
Ethiopia,Adults,Male,High,22,Action,Desktop,Premium,Netflix,20,52,2,4G LTE,Spanish,2-3 Times Per Week
Malaysia,Adults,Female,High,21,Sports,Smart TV,Premium,YouTube,17,31,5,Broadband,Portuguese,Never
Malaysia,Adults,Male,High,21,Thriller,Mobile,Basic,TikTok,21,26,3,4G LTE,Chinese,Multiple Times Per Week
Spain,Adults,Male,High,18,Drama,Desktop,Basic,Amazon Prime Video,16,62,3,Fiber,English,Weekly
Vietnam,Adults,Female,High,20,Romance,Tablet,Free,YouTube,16,29,3,Fiber,Arabic,Never
Colombia,Young Adults,Female,High,18,Sci-Fi,Tablet,Premium,Disney+,22,54,3,5G,Korean,2-3 Times Per Week
Canada,Adults,Male,High,19,Horror,Mobile,Basic,Netflix,14,53,3,4G LTE,Chinese,2-3 Times Per Week
Japan,Adults,Male,Moderate,20,Documentary,Mobile,Free,Netflix,18,47,3,Fiber,French,2-3 Times Per Week
Morocco,Adults,Male,High,23,Sci-Fi,Smart TV,Premium,Amazon Prime Video,15,61,2,4G LTE,Arabic,Never
Peru,Children,Male,High,21,Romance,Tablet,Premium,Amazon Prime Video,19,57,2,ADSL,Spanish,Daily
South Africa,Adults,Female,High,22,Thriller,Desktop,Premium,Instagram,22,32,4,5G,Korean,Weekly
Colombia,Children,Female,High,20,Romance,Tablet,Premium,YouTube,18,25,3,5G,French,Monthly
Colombia,Adults,Female,High,21,Comedy,Mobile,Premium,Instagram,18,35,3,5G,Korean,Daily
Tunisia,Adults,Female,High,21,Thriller,Mobile,Free,Amazon Prime Video,16,66,1,ADSL,French,Monthly
Chile,Young Adults,Female,High,19,Romance,Desktop,Basic,YouTube,21,32,3,4G LTE,Portuguese,Multiple Times Per Week
Israel,Adults,Male,Moderate,21,Drama,Smart TV,Standard,Instagram,12,39,5,4G LTE,German,2-3 Times Per Week
Qatar,Adults,Female,Moderate,20,Animation,Smart TV,Free,TikTok,8,37,4,5G,Portuguese,Daily
France,Young Adults,Female,High,20,Sports,Mobile,Premium,YouTube,21,39,4,Broadband,Japanese,Multiple Times Per Week
Saudi Arabia,Children,Female,High,22,Romance,Tablet,Basic,YouTube,19,40,5,Fiber,Arabic,Never
Bangladesh,Adults,Male,High,21,Drama,Desktop,Free,YouTube,21,39,1,ADSL,German,2-3 Times Per Week
Tunisia,Adults,Male,Moderate,22,Romance,Mobile,Standard,Instagram,8,15,2,ADSL,French,Weekly
Qatar,Adults,Male,High,20,Thriller,Mobile,Premium,TikTok,16,35,4,Fiber,Chinese,Monthly
United States,Young Adults,Male,High,20,Action,Smart TV,Free,TikTok,23,32,4,4G LTE,Hindi,Never
Qatar,Children,Male,High,18,Romance,Desktop,Basic,Instagram,16,29,5,5G,Korean,Daily
Nigeria,Adults,Male,Moderate,20,Romance,Tablet,Basic,TikTok,8,21,1,4G LTE,Arabic,Weekly
Turkey,Children,Female,High,22,Horror,Tablet,Standard,Instagram,17,36,3,ADSL,Korean,Never
India,Young Adults,Female,High,21,Thriller,Desktop,Basic,YouTube,20,34,2,ADSL,Korean,Never
Sweden,Adults,Female,High,18,Comedy,Tablet,Basic,Instagram,13,31,4,Broadband,Japanese,Multiple Times Per Week
China,Adults,Male,Moderate,21,Thriller,Smart TV,Free,YouTube,9,31,2,4G LTE,Hindi,Never
Japan,Young Adults,Male,Moderate,20,Comedy,Tablet,Free,Disney+,22,52,4,5G,French,Never
Indonesia,Adults,Male,High,22,Horror,Smart TV,Basic,TikTok,20,42,3,5G,German,Daily
Nigeria,Adults,Male,Moderate,18,Comedy,Desktop,Free,Netflix,15,66,2,ADSL,French,Weekly
Spain,Adults,Male,High,21,Animation,Desktop,Standard,Instagram,17,39,4,4G LTE,Arabic,Monthly
Philippines,Adults,Female,High,23,Comedy,Desktop,Standard,Netflix,17,66,3,ADSL,French,Weekly
Argentina,Adults,Female,High,23,Comedy,Desktop,Basic,Instagram,18,31,3,ADSL,Korean,Daily
Argentina,Adults,Female,High,21,Sports,Tablet,Standard,Amazon Prime Video,17,62,3,Fiber,Portuguese,Multiple Times Per Week
Bangladesh,Young Adults,Female,High,20,Action,Mobile,Basic,YouTube,20,42,2,4G LTE,Portuguese,Daily
